300
('O', (3, 2), (4, 2)), 299.999409541997
('X', (4, 3), (3, 3)), 284.42416512499767
('O', (2, 2), (3, 2)), 299.99882720799724
('O', (2, 4), (2, 3)), 280.7891720410007
('X', (5, 3), (5, 2)), 299.9982725409973
('O', (4, 4), (4, 3)), 279.9289735829989
('O', (5, 4), (5, 5)), 299.99773629099946
('O', (3, 4), (3, 5)), 279.57662920799703
('O', (4, 4), (5, 4)), 299.9972495410002
('O', (3, 4), (2, 4)), 279.33120637499815
('X', (1, 3), (1, 4)), 299.99695208200137
('X', (0, 3), (1, 3)), 279.3287686249969
