300
('O', (3, 2), (4, 2)), 299.9993940830027
('X', (4, 3), (3, 3)), 284.74890029099697
('O', (2, 2), (3, 2)), 299.99875104100283
('O', (2, 4), (2, 3)), 281.20065612399776
('X', (5, 3), (5, 2)), 299.99820837500374
('O', (4, 4), (4, 3)), 280.35057449899614
('O', (5, 4), (5, 5)), 299.99766004100456
('O', (3, 4), (3, 5)), 280.00169933199504
('O', (4, 4), (5, 4)), 299.997170708004
('O', (3, 4), (2, 4)), 279.73241124899505
('X', (1, 3), (1, 4)), 299.9968626660011
('X', (0, 3), (1, 3)), 279.72988299899225
