300
('O', (3, 2), (4, 2)), 299.9993674999969
('X', (4, 3), (3, 3)), 284.68817562500044
('O', (2, 2), (3, 2)), 299.99881720899793
('O', (2, 4), (2, 3)), 281.0157894160002
('X', (5, 3), (5, 2)), 299.9982594999965
('O', (4, 4), (4, 3)), 280.18691374899936
('O', (5, 4), (5, 5)), 299.9977213339953
('O', (3, 4), (3, 5)), 279.83611466599905
('O', (4, 4), (5, 4)), 299.99723558399637
('O', (3, 4), (2, 4)), 279.59205299899986
('X', (1, 3), (1, 4)), 299.99694079199617
('X', (0, 3), (1, 3)), 279.5895070410006
