300
('O', (3, 2), (4, 2)), 299.9992938329997
('X', (4, 3), (3, 3)), 284.27294129200163
('O', (2, 2), (3, 2)), 299.9987576659987
('O', (2, 4), (2, 3)), 280.6835674169997
('X', (5, 3), (5, 2)), 299.99820183299744
('O', (4, 4), (4, 3)), 279.79354516699823
('O', (5, 4), (5, 5)), 299.99762458299665
('O', (3, 4), (3, 5)), 279.4419394169963
('O', (4, 4), (5, 4)), 299.9971372079963
('O', (3, 4), (2, 4)), 279.19377987499684
('X', (1, 3), (1, 4)), 299.9968380409955
('X', (0, 3), (1, 3)), 279.1913457499977
