300
('O', (3, 2), (4, 2)), 299.99933708400204
('X', (4, 3), (3, 3)), 284.7038246250013
('O', (2, 2), (3, 2)), 299.99891620900235
('O', (2, 4), (2, 3)), 281.15560837500016
('X', (5, 3), (5, 2)), 299.99832933400467
('O', (4, 4), (4, 3)), 280.3413284999988
('O', (5, 4), (5, 5)), 299.99779287500496
('O', (3, 4), (3, 5)), 279.9965016249989
('O', (4, 4), (5, 4)), 299.9973230840078
('O', (3, 4), (2, 4)), 279.752201416999
('X', (1, 3), (1, 4)), 299.9970226670084
('X', (0, 3), (1, 3)), 279.74965283300116
