300
('O', (3, 2), (4, 2)), 299.99989545800054
('O', (0, 2), (1, 2)), 299.99992645900056
('O', (0, 3), (0, 4)), 271.4552154580015
('X', (2, 3), (1, 3)), 299.9996818340005
('X', (5, 3), (4, 3)), 268.4762062080008
('O', (0, 1), (1, 1)), 299.99959950099947
('O', (0, 0), (1, 0)), 267.42122200000085
('X', (5, 1), (5, 2)), 299.999472458996
('X', (3, 1), (4, 1)), 266.0971252499985
('O', (0, 3), (0, 2)), 299.9993419999955
('X', (3, 2), (2, 2)), 265.01768433300094
('O', (2, 3), (2, 4)), 299.9992045419931
('O', (3, 3), (3, 4)), 264.51185116600027
('O', (2, 3), (3, 3)), 299.9991174999959
('O', (2, 5), (1, 5)), 263.8380432490012
('O', (4, 5), (4, 4)), 299.9990078749979
('O', (5, 5), (5, 4)), 263.7874411650009
