300
('O', (3, 2), (4, 2)), 299.9999068750003
('O', (2, 2), (2, 1)), 299.99992308400033
('X', (5, 3), (4, 3)), 285.3589032500022
('X', (5, 1), (5, 0)), 299.99968520900075
('O', (2, 4), (2, 3)), 279.39563895800165
('X', (3, 1), (3, 0)), 299.9995570840001
('X', (3, 4), (3, 3)), 269.1675428740018
('O', (1, 4), (1, 3)), 299.99943304200133
('X', (5, 4), (4, 4)), 267.84794424900247
('O', (0, 4), (0, 5)), 299.99934300000314
('O', (2, 4), (3, 4)), 267.63049024900465
('X', (5, 2), (5, 1)), 299.9992579160062
('X', (5, 5), (5, 4)), 267.47724870700404
('O', (0, 4), (0, 3)), 299.99917470800574
('X', (2, 5), (3, 5)), 267.2718870400022
('O', (1, 4), (0, 4)), 299.99908979100655
('X', (2, 4), (2, 5)), 267.20984320700154
('O', (1, 5), (1, 4)), 299.9990092500084
('O', (1, 2), (0, 2)), 267.167998748002
