300
('O', (3, 2), (4, 2)), 299.9998779999987
('O', (1, 2), (0, 2)), 299.99991945799775
('X', (5, 3), (4, 3)), 267.6156970830016
('O', (2, 2), (2, 1)), 299.9995580829964
('O', (2, 5), (3, 5)), 263.89036970800225
('O', (2, 2), (1, 2)), 299.99944558299467
('O', (2, 5), (2, 4)), 262.9330352080033
('X', (5, 0), (5, 1)), 299.9993614159939
('X', (4, 0), (4, 1)), 262.0926105410035
('O', (0, 5), (0, 4)), 299.99923262399534
('O', (1, 5), (2, 5)), 261.95864733300186
('X', (1, 0), (2, 0)), 299.9991489579952
('O', (0, 5), (1, 5)), 261.9448127920041
('O', (4, 5), (4, 4)), 299.9990991239938
('O', (5, 5), (4, 5)), 261.9151843750042
