300
('O', (3, 2), (4, 2)), 299.9998119590018
('O', (3, 0), (4, 0)), 299.99991687500005
('O', (3, 2), (2, 2)), 283.6302803750041
('X', (0, 3), (0, 4)), 299.9995236249997
('X', (1, 3), (2, 3)), 264.5473083750039
('X', (1, 5), (0, 5)), 299.9994392080007
('O', (3, 3), (3, 4)), 260.03310879100536
('X', (1, 1), (1, 0)), 299.9993357500025
('X', (3, 1), (2, 1)), 257.0945362910061
('O', (3, 2), (3, 3)), 299.99923495900293
('O', (5, 2), (5, 1)), 256.24193166600526
('O', (5, 4), (4, 4)), 299.9991356260034
('O', (5, 3), (5, 4)), 255.0962749990067
('O', (4, 3), (5, 3)), 299.99900950100346
('O', (4, 5), (3, 5)), 253.62349579100555
('O', (5, 5), (4, 5)), 299.99889045900636
('O', (2, 5), (2, 4)), 253.57559866600423
