300
('O', (3, 2), (4, 2)), 299.9998580419997
('O', (3, 1), (4, 1)), 299.99992779199965
('X', (1, 3), (1, 2)), 284.9573223340012
('O', (1, 1), (0, 1)), 299.99970066699825
('O', (2, 1), (1, 1)), 281.86243879200265
('O', (2, 3), (2, 2)), 299.99955837499874
('X', (1, 4), (1, 3)), 275.5417840000009
('X', (3, 4), (3, 3)), 299.99942841699885
('X', (5, 4), (4, 4)), 274.97337637500095
('O', (2, 5), (2, 4)), 299.99934674999895
('O', (4, 5), (3, 5)), 274.6755681249997
('X', (5, 1), (5, 2)), 299.99926045900065
('O', (5, 5), (4, 5)), 274.6295480000008
('X', (5, 0), (5, 1)), 299.99918970900035
('O', (5, 4), (5, 3)), 274.24865854200107
('X', (2, 0), (1, 0)), 299.99911200099814
('X', (4, 0), (3, 0)), 273.49767975000213
('O', (5, 5), (5, 4)), 299.99901987599515
('O', (5, 0), (0, 0)), 271.12754841600326
('O', (5, 5), (1, 4)), 299.99889108399657
('O', (5, 0), (0, 5)), 270.52827850000176
('X', (4, 3), (2, 3)), 299.9987765839978
('X', (4, 0), (0, 3)), 270.50706345800427
