300
('O', (3, 2), (4, 2)), 299.99991491699984
('O', (0, 2), (1, 2)), 299.9999360410002
('O', (0, 3), (0, 4)), 271.53108895900004
('X', (3, 0), (3, 1)), 299.99957566599915
('O', (4, 3), (4, 4)), 265.63949595899976
('X', (1, 0), (1, 1)), 299.9994387080005
('O', (3, 3), (2, 3)), 257.49808916700204
('O', (5, 3), (5, 4)), 299.99934049999865
('O', (5, 1), (5, 2)), 256.5966551260026
('X', (0, 0), (1, 0)), 299.9992229999989
('X', (0, 3), (0, 2)), 256.48459870900115
('O', (4, 1), (5, 1)), 299.99914616699607
('O', (4, 0), (5, 0)), 256.40935537599944
('X', (1, 3), (1, 4)), 299.99908524999773
('X', (0, 3), (1, 3)), 256.31953500099917
('X', (3, 3), (3, 4)), 299.9990071669963
('X', (4, 3), (3, 3)), 256.174281708998
('X', (5, 3), (4, 3)), 299.99895141699744
('X', (0, 3), (3, 2)), 253.6966872919984
