300
('O', (3, 2), (4, 2)), 299.99988520899933
('X', (1, 3), (1, 4)), 299.99994558400067
('X', (5, 3), (4, 3)), 276.4213590010004
('X', (5, 0), (4, 0)), 299.9990515000027
('O', (3, 4), (4, 4)), 271.89472783400197
('O', (3, 0), (3, 1)), 299.99891225000465
('O', (2, 0), (1, 0)), 271.03707583399955
('X', (5, 4), (5, 3)), 299.99882400000206
('O', (2, 4), (2, 3)), 270.2248638759993
('O', (2, 5), (3, 5)), 299.9987012080019
('O', (0, 5), (1, 5)), 270.1762915420004
('O', (0, 4), (0, 3)), 299.99861825000335
('X', (5, 5), (5, 4)), 270.07378829200024
('O', (0, 5), (0, 4)), 299.99855545900573
('O', (2, 5), (2, 4)), 269.3998128759995
('O', (4, 5), (3, 3)), 299.9984107920063
('O', (2, 5), (1, 3)), 261.0196506680004
