300
('O', (2, 4), (2, 3)), 286.38859829099965
('O', (3, 4), (4, 4)), 190.181695416999
('X', (4, 3), (3, 3)), 276.1065730409973
('X', (5, 3), (4, 3)), 143.93099820899806
('O', (1, 4), (1, 3)), 138.05102666599123
('O', (0, 4), (0, 3)), 137.08829208399402
('X', (5, 2), (4, 2)), 69.02345724999759
('X', (5, 3), (5, 2)), 130.38794570899336
('O', (2, 4), (3, 4)), 34.50951124999847
('O', (2, 5), (3, 5)), 130.19985525099764
('O', (2, 4), (1, 4)), 17.25274858299963
('O', (2, 5), (1, 5)), 130.14361425099924
('X', (5, 4), (5, 3)), 8.624167416994169
('X', (5, 5), (4, 5)), 130.06835333500203
('X', (5, 4), (5, 5)), 4.310126583994133
('O', (2, 4), (2, 5)), 127.9253664190037
