section,agent,opponent,game_number,role,num_moves,my_num_moves,opp_num_moves,my_total_time,opp_total_time,game_total_time,my_avg_turn,opp_avg_turn,my_max_turn,opp_max_turn,my_last_remaining,opp_last_remaining,result,timeout,num_games,win_rate_total,win_rate_as_pink,win_rate_as_black,avg_game_time,avg_my_time,avg_opp_time,avg_my_turn_summary,avg_opp_turn_summary,avg_my_moves,avg_opp_moves,my_timeouts,opp_timeouts,best_win_streak
per_game,Agent 4,Inginious,0,pink,14,7,7,34.9193,36.114,71.0333,4.9885,5.1591,10.0007,5.844,265.0807,263.886,loss,False,,,,,,,,,,,,,,
per_game,Agent 4,Inginious,1,pink,17,9,8,35.4787,41.5077,76.9864,3.9421,5.1885,10.0006,5.7326,264.5213,258.4923,win,False,,,,,,,,,,,,,,
per_game,Agent 4,Inginious,2,pink,18,9,9,31.9027,47.3766,79.2793,3.5447,5.2641,10.0006,5.7969,268.0973,252.6234,loss,False,,,,,,,,,,,,,,
per_game,Agent 4,Inginious,3,pink,10,5,5,41.845,26.8383,68.6834,8.369,5.3677,10.0007,5.8217,258.155,273.1617,loss,False,,,,,,,,,,,,,,
per_game,Agent 4,Inginious,4,pink,12,6,6,30.0652,32.3366,62.4018,5.0109,5.3894,10.0006,5.7731,269.9348,267.6634,loss,False,,,,,,,,,,,,,,
per_game,Agent 4,Inginious,5,black,12,6,6,31.8794,31.4581,63.3375,5.3132,5.243,10.0007,5.6358,268.1206,268.5419,win,False,,,,,,,,,,,,,,
per_game,Agent 4,Inginious,6,black,5,2,3,20.0013,16.0336,36.0349,10.0006,5.3445,10.0007,5.6428,279.9987,283.9664,loss,False,,,,,,,,,,,,,,
per_game,Agent 4,Inginious,7,black,22,11,11,30.9863,58.1327,89.119,2.8169,5.2848,10.0007,5.6555,269.0137,241.8673,win,False,,,,,,,,,,,,,,
per_game,Agent 4,Inginious,8,black,19,9,10,43.4084,51.5938,95.0022,4.8232,5.1594,10.0007,5.7104,256.5916,248.4062,loss,False,,,,,,,,,,,,,,
per_game,Agent 4,Inginious,9,black,17,8,9,41.6932,47.2597,88.9529,5.2116,5.2511,10.0007,5.667,258.3068,252.7403,loss,False,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
summary,Agent 4,Inginious,,,,,,,,,,,,,,,,,10,0.3,0.2,0.4,73.0831,34.2179,38.8651,4.7525,5.252,7.2,7.4,0,0,1
