300
('O', (3, 2), (4, 2)), 70.91918516600344
('X', (2, 3), (2, 2)), 299.9973633749978
('X', (3, 3), (4, 3)), 61.95734204100518
('X', (3, 4), (3, 5)), 299.9971884159968
('X', (5, 4), (4, 4)), 56.7409691660032
('X', (5, 5), (4, 5)), 299.9970149999972
('X', (5, 4), (5, 5)), 39.63523045800321
('X', (5, 1), (4, 1)), 299.996860291998
('O', (3, 4), (2, 4)), 27.263668708001205
('O', (3, 3), (3, 2)), 299.99669549999817
('O', (2, 3), (3, 3)), 18.00419129200236
('O', (1, 3), (2, 3)), 299.9965475829995
('O', (0, 3), (0, 2)), 10.316755709001882
('O', (0, 4), (1, 4)), 299.9963953330007
('X', (5, 2), (5, 3)), 1.663078042001871
('X', (5, 1), (5, 0)), 299.99620366599993
('O', (0, 5), (1, 5)), -0.0002289160001964774
