300
('O', (3, 2), (4, 2)), 199.89803712499997
('X', (0, 3), (0, 4)), 299.9994613329982
('X', (5, 3), (4, 3)), 133.16356366600303
('X', (5, 4), (5, 5)), 299.99935841599654
('X', (1, 4), (1, 5)), 88.6738895830058
('O', (3, 1), (4, 1)), 299.9992086659986
('O', (3, 5), (4, 5)), 59.014095583006565
('X', (2, 4), (1, 4)), 299.9990539999999
('O', (3, 4), (3, 5)), 39.24087387500913
('O', (3, 1), (2, 1)), 299.99893075
('O', (3, 4), (3, 3)), 26.058785667009943
('X', (2, 3), (2, 4)), 299.99880737499916
('O', (4, 4), (5, 4)), 17.27042687600988
('X', (2, 2), (3, 2)), 299.99861287500244
('O', (3, 4), (4, 4)), 11.411192043007759
