300
('O', (3, 2), (4, 2)), 199.89735662500243
('O', (3, 1), (3, 2)), 299.99928604199886
('X', (3, 4), (4, 4)), 133.1630363750046
('O', (5, 1), (4, 1)), 299.99918791699747
('X', (2, 4), (2, 3)), 88.67358004200287
('X', (2, 5), (1, 5)), 299.9990992919993
('O', (5, 3), (5, 2)), 59.01385050000317
('X', (2, 4), (3, 4)), 299.99898391700117
('O', (5, 4), (5, 3)), 39.24071795800046
('X', (2, 5), (2, 4)), 299.9988594580027
('O', (5, 5), (4, 5)), 26.06270016599956
('O', (5, 4), (5, 5)), 299.9987749580032
('X', (3, 5), (2, 5)), 17.276197082999715
('O', (1, 4), (0, 4)), 299.9986464160029
('O', (1, 2), (2, 2)), 11.416856667001412
