300
('O', (0, 2), (0, 1)), 299.99970633400153
('O', (3, 2), (4, 2)), 284.87321625000186
('X', (3, 4), (4, 4)), 299.99959662600304
('X', (3, 3), (2, 3)), 275.50990412500323
('X', (4, 3), (3, 3)), 299.9994913340015
('O', (1, 2), (2, 2)), 273.8969567500026
('O', (1, 1), (1, 0)), 299.9993980420004
('O', (3, 1), (2, 1)), 273.0677182500003
('O', (5, 1), (4, 1)), 299.999290208998
('O', (5, 5), (5, 4)), 272.5477533750018
('X', (5, 3), (4, 3)), 299.99915441699704
('X', (5, 1), (5, 2)), 270.8060340830016
('O', (3, 5), (2, 5)), 299.9990657089984
('O', (4, 5), (5, 5)), 269.84980458300197
('O', (3, 5), (3, 4)), 299.99897616799717
('X', (5, 0), (4, 0)), 269.80273145799947
('X', (5, 1), (5, 0)), 299.9989128349989
('X', (5, 3), (1, 3)), 269.06184958299855
