300
('O', (2, 0), (2, 1)), 299.99989979100064
('X', (4, 3), (4, 2)), 282.6325789580005
('X', (3, 3), (2, 3)), 299.9994805819988
('X', (4, 3), (4, 4)), 275.76951904100133
('X', (3, 3), (3, 4)), 299.9993954149977
('X', (5, 3), (5, 2)), 271.9584698330036
('O', (4, 0), (3, 0)), 299.9992726229975
('O', (4, 1), (4, 0)), 271.79718787500315
('X', (4, 3), (3, 3)), 299.9992055389994
('O', (5, 1), (4, 1)), 271.7596953750035
('X', (5, 3), (4, 3)), 299.99915583099937
('X', (5, 4), (5, 5)), 271.36469825000313
('O', (5, 0), (5, 1)), 299.99909245600065
('O', (5, 3), (3, 1)), 268.96114070800104
