300
('X', (3, 2), (3, 3)), 299.9998661669997
('O', (2, 4), (2, 3)), 290.87246575000245
('X', (3, 0), (2, 0)), 299.99963950000165
('O', (1, 4), (2, 4)), 282.4605244170016
('O', (1, 2), (0, 2)), 299.99953737500255
('X', (3, 2), (2, 2)), 271.32462054200005
('O', (1, 5), (2, 5)), 299.9993589590049
('O', (1, 3), (1, 2)), 269.1944422089982
('O', (0, 3), (1, 3)), 299.9992415840061
('O', (0, 4), (0, 3)), 268.8721432929997
('X', (3, 0), (3, 1)), 299.9990826670073
('X', (5, 0), (4, 0)), 268.65995125100017
('O', (1, 4), (1, 5)), 299.9990011670088
('O', (0, 4), (1, 4)), 268.6596932930006
