300
('X', (3, 1), (3, 2)), 299.9998020000021
('O', (2, 3), (2, 2)), 288.53848341699995
('O', (4, 3), (3, 3)), 299.99970591600504
('X', (2, 1), (3, 1)), 278.5697294169986
('O', (4, 4), (4, 3)), 299.9996063320068
('O', (2, 4), (3, 4)), 273.88129362499603
('X', (1, 1), (1, 2)), 299.9995232480069
('O', (1, 4), (2, 4)), 272.7063670829957
('X', (1, 0), (0, 0)), 299.9993977060076
('X', (2, 0), (2, 1)), 271.89058804099477
('X', (5, 0), (4, 0)), 299.99929653900836
('O', (1, 5), (0, 5)), 271.0877619579951
('O', (1, 4), (1, 3)), 299.99915541400696
('X', (5, 4), (4, 4)), 270.7444204169951
('X', (5, 1), (4, 1)), 299.9990290390051
('O', (1, 5), (1, 4)), 270.73355600099603
