300
('X', (2, 3), (2, 4)), 299.9997027919999
('O', (2, 1), (2, 2)), 288.54738583400103
('O', (3, 1), (3, 0)), 299.99961070800055
('X', (3, 3), (3, 2)), 271.41800712500117
('X', (2, 3), (1, 3)), 299.9995177080018
('O', (5, 1), (5, 2)), 268.64313858300375
('X', (4, 3), (4, 2)), 299.99940287500067
('O', (1, 1), (1, 2)), 265.50224166700355
('X', (4, 4), (3, 4)), 299.9993078330008
('O', (2, 1), (1, 1)), 264.9457756250049
('X', (5, 4), (5, 3)), 299.99921787399944
('X', (5, 5), (4, 5)), 264.56747304100645
('X', (5, 4), (4, 4)), 299.9991385409994
('X', (5, 5), (5, 4)), 264.5385894160099
